637965287799131462;122.5715;1;6;2.5;0.3;1.4;700;3.57142857142857;-0.2394138;0.8422151;-0.2078274;0.8652495;0;2.2;0.04512879;2.15334;
637965287806143039;123.2722;1;6;2.5;0.3;1.4;701;3.56633380884451;0.4499513;2.036231;0.3905303;2.019712;-0.2394138;0.8422151;-0.2078274;0.8652495;
637965287813114596;123.9706;1;6;2.5;0.3;1.4;698;3.58166189111748;-0.6062176;1.15;-0.5403687;1.179655;0.4499513;2.036231;0.3905303;2.019712;
637965287819120104;124.5707;1;6;2.5;0.3;1.4;600;4.16666666666667;0.6893654;1.621554;0.7640062;1.653902;-0.6062176;1.15;-0.5403687;1.179655;
637965287826231698;125.2815;1;6;2.5;0.3;1.4;711;3.51617440225035;-0.6893655;1.621553;-0.5928918;1.614982;0.6893654;1.621554;0.7640062;1.653902;
637965287833223258;125.9811;1;6;2.5;0.3;1.4;700;3.57142857142857;0.6062179;1.15;0.5797761;1.150362;-0.6893655;1.621553;-0.5928918;1.614982;
637965287839234622;126.5809;1;6;2.5;0.3;1.4;600;4.16666666666667;-0.4499517;2.036231;-0.4422917;1.976354;0.6062179;1.15;0.5797761;1.150362;
637965287846216181;127.2802;1;6;2.5;0.3;1.4;699;3.57653791130186;0.2394144;0.8422153;0.1899118;0.9314458;-0.4499517;2.036231;-0.4422917;1.976354;
637965287875207796;130.179;1;6;4.5;0.1;2.2;1699;2.64861683343143;-0.3762217;0.4663379;-0.3441827;0.484881;0;2.6;0.03046469;2.584921;
637965287888195640;131.4783;1;6;4.5;0.1;2.2;1299;3.46420323325635;0.7070663;2.342649;0.6779249;2.318186;-0.3762217;0.4663379;-0.3441827;0.484881;
637965287900202197;132.6781;1;6;4.5;0.1;2.2;1200;3.75;-0.9526277;0.9499994;-0.9514749;0.9683625;0.7070663;2.342649;0.6779249;2.318186;
637965287911194662;133.7773;1;6;4.5;0.1;2.2;1099;4.09463148316652;1.083289;1.691013;1.077803;1.700885;-0.9526277;0.9499994;-0.9514749;0.9683625;
637965287923177345;134.9766;1;6;4.5;0.1;2.2;1199;3.75312760633862;-1.083289;1.691012;-1.064945;1.666662;1.083289;1.691013;1.077803;1.700885;
637965287937510564;136.4172;1;6;4.5;0.1;2.2;1441;3.12283136710618;0.9526281;0.9500003;0.9145259;0.9818665;-1.083289;1.691012;-1.064945;1.666662;
637965287956284767;138.2868;1;6;4.5;0.1;2.2;1870;2.40641711229947;-0.7070671;2.342648;-0.7199484;2.328858;0.9526281;0.9500003;0.9145259;0.9818665;
637965287974268804;140.0854;1;6;4.5;0.1;2.2;1799;2.50138966092273;0.3762226;0.4663382;0.3433242;0.4878922;-0.7070671;2.342648;-0.7199484;2.328858;
637965287995253509;142.1845;1;6;3.5;0.2;2;1000;3.5;-0.3420197;0.5603072;-0.3170228;0.586809;0;2.5;0.007431863;2.465943;
637965288005255746;143.1839;1;6;3.5;0.2;2;999;3.5035035035035;0.6427875;2.266045;0.5773188;2.206608;-0.3420197;0.5603072;-0.3170228;0.586809;
637965288023249780;144.983;1;6;3.5;0.2;2;1799;1.94552529182879;-0.8660251;0.9999995;-0.8365123;0.9469928;0.6427875;2.266045;0.5773188;2.206608;
637965288035242478;146.1827;1;6;3.5;0.2;2;1200;2.91666666666667;0.9848077;1.673648;0.9085906;1.667375;-0.8660251;0.9999995;-0.8365123;0.9469928;
637965288043554337;147.0227;1;6;3.5;0.2;2;840;4.16666666666667;-0.9848078;1.673648;-1.059393;1.656213;0.9848077;1.673648;0.9085906;1.667375;
637965288055236962;148.1817;1;6;3.5;0.2;2;1159;3.01984469370147;0.8660256;1;0.813071;1.064919;-0.9848078;1.673648;-1.059393;1.656213;
637965288070220316;149.6809;1;6;3.5;0.2;2;1499;2.33488992661775;-0.6427882;2.266044;-0.6065054;2.190041;0.8660256;1;0.813071;1.064919;
637965288080222557;150.6806;1;6;3.5;0.2;2;1000;3.5;0.3420205;0.5603075;0.3383698;0.6269513;-0.6427882;2.266044;-0.6065054;2.190041;
637965288103317734;152.9908;1;6;4;0.1;1.4;1111;3.6003600360036;-0.2394138;0.8422151;-0.2049854;0.8678567;0;2.2;0.004115757;2.198469;
637965288129313553;155.5893;1;6;4;0.1;1.4;2599;1.5390534821085;0.4499513;2.036231;0.4503689;2.019107;-0.2394138;0.8422151;-0.2049854;0.8678567;
637965288151298482;157.7884;1;6;4;0.1;1.4;2199;1.81900864029104;-0.6062176;1.15;-0.6166661;1.180505;0.4499513;2.036231;0.4503689;2.019107;
637965288162295996;158.8877;1;6;4;0.1;1.4;1099;3.63967242948135;0.6893654;1.621554;0.6801652;1.611314;-0.6062176;1.15;-0.6166661;1.180505;
637965288173288556;159.9872;1;6;4;0.1;1.4;1099;3.63967242948135;-0.6893655;1.621553;-0.6946361;1.61075;0.6893654;1.621554;0.6801652;1.611314;
637965288184387783;161.0976;1;6;4;0.1;1.4;1110;3.6036036036036;0.6062179;1.15;0.5663006;1.166369;-0.6893655;1.621553;-0.6946361;1.61075;
637965288202381817;162.897;1;6;4;0.1;1.4;1799;2.22345747637576;-0.4499517;2.036231;-0.4227934;2.017379;0.6062179;1.15;0.5663006;1.166369;
637965288215374749;164.1965;1;6;4;0.1;1.4;1299;3.07929176289453;0.2394144;0.8422153;0.2307692;0.8660139;-0.4499517;2.036231;-0.4227934;2.017379;
637965288229391568;165.5974;1;6;1.5;1.1;2;701;2.1398002853067;-0.3420197;0.5603072;-0.05699575;0.9748988;0;2.5;0.07790106;2.139326;
637965288236353264;166.2954;1;6;1.5;1.1;2;698;2.14899713467049;0.6427875;2.266045;0.5010391;1.970577;-0.3420197;0.5603072;-0.05699575;0.9748988;
637965288242355147;166.8951;1;6;1.5;1.1;2;600;2.5;-0.8660251;0.9999995;-0.6742424;1.36869;0.6427875;2.266045;0.5010391;1.970577;
637965288249366722;167.5968;1;6;1.5;1.1;2;702;2.13675213675214;0.9848077;1.673648;0.6346437;1.575969;-0.8660251;0.9999995;-0.6742424;1.36869;
637965288256348286;168.2943;1;6;1.5;1.1;2;697;2.15208034433285;-0.9848078;1.673648;-0.5026445;1.536832;0.9848077;1.673648;0.6346437;1.575969;
637965288263349854;168.9944;1;6;1.5;1.1;2;700;2.14285714285714;0.8660256;1;0.5905635;1.296683;-0.9848078;1.673648;-0.5026445;1.536832;
637965288270341425;169.6945;1;6;1.5;1.1;2;700;2.14285714285714;-0.6427882;2.266044;-0.330195;2.009763;0.8660256;1;0.5905635;1.296683;
637965288278333218;170.4934;1;6;1.5;1.1;2;799;1.87734668335419;0.3420205;0.5603075;0.1650867;0.9962595;-0.6427882;2.266044;-0.330195;2.009763;
637965288296327250;172.2925;1;6;3;0.2;1.4;800;3.75;-0.2394138;0.8422151;-0.2532062;0.8636165;0;2.2;0.03170416;2.149084;
637965288305329269;173.1923;1;6;3;0.2;1.4;900;3.33333333333333;0.4499513;2.036231;0.4085093;1.999273;-0.2394138;0.8422151;-0.2532062;0.8636165;
637965288315321506;174.1919;1;6;3;0.2;1.4;1000;3;-0.6062176;1.15;-0.693691;1.139013;0.4499513;2.036231;0.4085093;1.999273;
637965288337416458;176.4017;1;6;3;0.2;1.4;2210;1.35746606334842;0.6893654;1.621554;0.6907408;1.621719;-0.6062176;1.15;-0.693691;1.139013;
637965288349409141;177.6012;1;6;3;0.2;1.4;1199;2.50208507089241;-0.6893655;1.621553;-0.690627;1.617326;0.6893654;1.621554;0.6907408;1.621719;
637965288360411607;178.7008;1;6;3;0.2;1.4;1100;2.72727272727273;0.6062179;1.15;0.6475301;1.198978;-0.6893655;1.621553;-0.690627;1.617326;
637965288369403623;179.5999;1;6;3;0.2;1.4;899;3.33704115684093;-0.4499517;2.036231;-0.3710466;2.048382;0.6062179;1.15;0.6475301;1.198978;
